window_size,Machining_Process,num_windows,k,silhouette_score,davies_bouldin_score,calinski_harabasz_score,cluster_sizes
30,Layer 1 Down,138,2,0.39407301590013244,1.6665098316801525,43.35232666674565,"{np.int32(0): np.int64(104), np.int32(1): np.int64(34)}"
30,Layer 1 Down,138,3,0.3933092673546613,1.6994332380986412,30.48956853464288,"{np.int32(0): np.int64(111), np.int32(1): np.int64(13), np.int32(2): np.int64(14)}"
30,Layer 1 Down,138,4,0.40919309495526834,1.5489368813036,29.167270885057537,"{np.int32(0): np.int64(103), np.int32(1): np.int64(9), np.int32(2): np.int64(9), np.int32(3): np.int64(17)}"
30,Layer 1 Down,138,5,0.26711662438973305,1.5088544374573065,29.136231768964077,"{np.int32(0): np.int64(75), np.int32(1): np.int64(6), np.int32(2): np.int64(7), np.int32(3): np.int64(15), np.int32(4): np.int64(35)}"
30,Layer 1 Down,138,6,0.2468593040072217,1.558358694105369,26.004654619217003,"{np.int32(0): np.int64(62), np.int32(1): np.int64(6), np.int32(2): np.int64(9), np.int32(3): np.int64(7), np.int32(4): np.int64(38), np.int32(5): np.int64(16)}"
30,Layer 1 Down,138,7,0.2632923984504869,1.4048182330037466,25.62567386488265,"{np.int32(0): np.int64(60), np.int32(1): np.int64(5), np.int32(2): np.int64(6), np.int32(3): np.int64(7), np.int32(4): np.int64(38), np.int32(5): np.int64(16), np.int32(6): np.int64(6)}"
30,Layer 1 Down,138,8,0.2522507086025602,1.430556785779047,25.48479715866986,"{np.int32(0): np.int64(58), np.int32(1): np.int64(5), np.int32(2): np.int64(6), np.int32(3): np.int64(35), np.int32(4): np.int64(17), np.int32(5): np.int64(7), np.int32(6): np.int64(8), np.int32(7): np.int64(2)}"
30,Layer 1 Down,138,9,0.26284757001517295,1.3533789211138711,26.21985229767663,"{np.int32(0): np.int64(56), np.int32(1): np.int64(5), np.int32(2): np.int64(6), np.int32(3): np.int64(33), np.int32(4): np.int64(18), np.int32(5): np.int64(7), np.int32(6): np.int64(8), np.int32(7): np.int64(2), np.int32(8): np.int64(3)}"
30,Layer 1 Up,208,2,0.36273190617669354,1.7675704062257693,56.03098569638397,"{np.int32(0): np.int64(50), np.int32(1): np.int64(158)}"
30,Layer 1 Up,208,3,0.3505066275296168,2.2540041885341693,36.32810894756676,"{np.int32(0): np.int64(16), np.int32(1): np.int64(154), np.int32(2): np.int64(38)}"
