window_size,Machining_Process,num_windows,k,silhouette_score,davies_bouldin_score,calinski_harabasz_score,cluster_sizes
20,Layer 3 Down,201,5,0.35353348090181885,1.5164001663529376,31.431360424717354,"{np.int32(0): np.int64(4), np.int32(1): np.int64(139), np.int32(2): np.int64(13), np.int32(3): np.int64(8), np.int32(4): np.int64(37)}"
20,Layer 3 Down,201,6,0.35495525600424865,1.5080686642645933,27.473020594015452,"{np.int32(0): np.int64(4), np.int32(1): np.int64(139), np.int32(2): np.int64(12), np.int32(3): np.int64(4), np.int32(4): np.int64(37), np.int32(5): np.int64(5)}"
20,Layer 3 Down,201,7,0.32706761360483655,1.3903606142962739,30.97726848283306,"{np.int32(0): np.int64(4), np.int32(1): np.int64(131), np.int32(2): np.int64(11), np.int32(3): np.int64(4), np.int32(4): np.int64(38), np.int32(5): np.int64(5), np.int32(6): np.int64(8)}"
20,Layer 3 Down,201,8,0.3074814582040536,1.4002461313050407,30.52667823170241,"{np.int32(0): np.int64(4), np.int32(1): np.int64(122), np.int32(2): np.int64(32), np.int32(3): np.int64(6), np.int32(4): np.int64(5), np.int32(5): np.int64(8), np.int32(6): np.int64(16), np.int32(7): np.int64(8)}"
20,Layer 3 Down,201,9,0.3123330782106176,1.3445340759178843,29.59610530221175,"{np.int32(0): np.int64(4), np.int32(1): np.int64(120), np.int32(2): np.int64(31), np.int32(3): np.int64(6), np.int32(4): np.int64(5), np.int32(5): np.int64(8), np.int32(6): np.int64(15), np.int32(7): np.int64(7), np.int32(8): np.int64(5)}"
20,Layer 3 Up,239,2,0.23959903042374814,1.9704235898802958,43.51324117591731,"{np.int32(0): np.int64(145), np.int32(1): np.int64(94)}"
20,Layer 3 Up,239,3,0.24801301798878525,1.7665653934464476,34.711310661859265,"{np.int32(0): np.int64(143), np.int32(1): np.int64(80), np.int32(2): np.int64(16)}"
20,Layer 3 Up,239,4,0.2815362465113485,1.4946375748015934,49.39324057196897,"{np.int32(0): np.int64(126), np.int32(1): np.int64(76), np.int32(2): np.int64(16), np.int32(3): np.int64(21)}"
20,Layer 3 Up,239,5,0.2881532187714363,1.5292334937664662,43.86424724508367,"{np.int32(0): np.int64(123), np.int32(1): np.int64(76), np.int32(2): np.int64(14), np.int32(3): np.int64(17), np.int32(4): np.int64(9)}"
20,Layer 3 Up,239,6,0.29323404597183567,1.6672680057866023,38.52102528712997,"{np.int32(0): np.int64(123), np.int32(1): np.int64(74), np.int32(2): np.int64(14), np.int32(3): np.int64(10), np.int32(4): np.int64(9), np.int32(5): np.int64(9)}"
20,Layer 3 Up,239,7,0.3019872980895732,1.4559027046002373,40.73550195527765,"{np.int32(0): np.int64(123), np.int32(1): np.int64(68), np.int32(2): np.int64(14), np.int32(3): np.int64(7), np.int32(4): np.int64(9), np.int32(5): np.int64(7), np.int32(6): np.int64(11)}"
20,Layer 3 Up,239,8,0.3067640746047016,1.3251760740850806,36.938644349529625,"{np.int32(0): np.int64(127), np.int32(1): np.int64(70), np.int32(2): np.int64(16), np.int32(3): np.int64(2), np.int32(4): np.int64(4), np.int32(5): np.int64(8), np.int32(6): np.int64(5), np.int32(7): np.int64(7)}"
20,Layer 3 Up,239,9,0.16811775680648064,1.5866495434016759,34.3421440124381,"{np.int32(0): np.int64(45), np.int32(1): np.int64(69), np.int32(2): np.int64(16), np.int32(3): np.int64(2), np.int32(4): np.int64(4), np.int32(5): np.int64(8), np.int32(6): np.int64(5), np.int32(7): np.int64(7), np.int32(8): np.int64(83)}"
