window_size,Machining_Process,num_windows,k,silhouette_score,davies_bouldin_score,calinski_harabasz_score,bic,aic,cluster_sizes
20,Layer 2 Down,213,6,0.32071556798037093,1.240610748036583,37.622112384413136,17326.352360223005,11763.413825973905,"{np.int64(0): np.int64(9), np.int64(1): np.int64(128), np.int64(2): np.int64(8), np.int64(3): np.int64(4), np.int64(4): np.int64(57), np.int64(5): np.int64(7)}"
20,Layer 2 Down,213,7,0.3207788028120605,1.1903995867040211,43.84650319025941,16382.844889798613,9892.189717813711,"{np.int64(0): np.int64(8), np.int64(1): np.int64(125), np.int64(2): np.int64(8), np.int64(3): np.int64(4), np.int64(4): np.int64(45), np.int64(5): np.int64(7), np.int64(6): np.int64(16)}"
20,Layer 2 Down,213,8,0.3084128755452287,1.28589896628197,40.62672042484511,15716.043993550446,8297.672183829744,"{np.int64(0): np.int64(8), np.int64(1): np.int64(125), np.int64(2): np.int64(4), np.int64(3): np.int64(7), np.int64(4): np.int64(7), np.int64(5): np.int64(14), np.int64(6): np.int64(39), np.int64(7): np.int64(9)}"
20,Layer 2 Down,213,9,0.31452728622310083,1.3046857649340013,39.29539984037598,14954.096581978258,6608.008134521755,"{np.int64(0): np.int64(8), np.int64(1): np.int64(116), np.int64(2): np.int64(4), np.int64(3): np.int64(7), np.int64(4): np.int64(7), np.int64(5): np.int64(14), np.int64(6): np.int64(38), np.int64(7): np.int64(9), np.int64(8): np.int64(10)}"
20,Layer 2 Up,273,2,0.37835698151510694,1.9832000821254385,48.655860331085655,24931.459159737802,22769.385554422013,"{np.int64(0): np.int64(218), np.int64(1): np.int64(55)}"
20,Layer 2 Up,273,3,0.3966090218452487,1.4227184124624792,60.42085680446768,25150.03442167821,21905.11927780693,"{np.int64(0): np.int64(217), np.int64(1): np.int64(54), np.int64(2): np.int64(2)}"
20,Layer 2 Up,273,4,0.31817671454387025,1.2920883351528087,68.9379091818835,25714.81924860454,21387.062566177774,"{np.int64(0): np.int64(168), np.int64(1): np.int64(40), np.int64(2): np.int64(2), np.int64(3): np.int64(63)}"
20,Layer 2 Up,273,5,0.1245755438040141,1.6321523441175745,56.77040702382571,26111.444814210372,20700.846593228118,"{np.int64(0): np.int64(85), np.int64(1): np.int64(39), np.int64(2): np.int64(2), np.int64(3): np.int64(62), np.int64(4): np.int64(85)}"
20,Layer 2 Up,273,6,0.1449093761069496,1.582900078387124,60.0255940124128,25166.470756776336,18673.030997238595,"{np.int64(0): np.int64(83), np.int64(1): np.int64(16), np.int64(2): np.int64(2), np.int64(3): np.int64(59), np.int64(4): np.int64(84), np.int64(5): np.int64(29)}"
20,Layer 2 Up,273,7,0.13589290717080865,1.5871081655316421,54.909363773949075,23930.138973934045,16353.857675840814,"{np.int64(0): np.int64(71), np.int64(1): np.int64(16), np.int64(2): np.int64(2), np.int64(3): np.int64(59), np.int64(4): np.int64(84), np.int64(5): np.int64(19), np.int64(6): np.int64(22)}"
20,Layer 2 Up,273,8,0.3301153436934502,1.4229582945563657,54.96699955754853,21958.763037877725,13299.640201229007,"{np.int64(0): np.int64(152), np.int64(1): np.int64(2), np.int64(2): np.int64(13), np.int64(3): np.int64(51), np.int64(4): np.int64(24), np.int64(5): np.int64(8), np.int64(6): np.int64(15), np.int64(7): np.int64(8)}"
